EBAY,auth_oauth2_token,/identity/v1/oauth2/token
EBAY,get_user,/commerce/identity/v1/user
EBAY,get_default_category_tree_id,/commerce/taxonomy/v1/get_default_category_tree_id
EBAY,get_category_tree,/commerce/taxonomy/v1/category_tree
EBAY,parts_comp,/commerce/taxonomy/v1/category_tree/category_tree_id/get_compatibility_properties
EBAY,dynamic_spec,/commerce/taxonomy/v1/category_tree/category_tree_id/get_item_aspects_for_category
EBAY,get_inventory_location,/sell/inventory/v1/location
EBAY,get_policy,/sell/account/v1
EBAY,create_inventory_location,/sell/inventory/v1/location
EBAY,cat_suggestion,/commerce/taxonomy/v1/category_tree/category_tree_id/get_category_suggestions
EBAY,inventory_item,/sell/inventory/v1/inventory_item
EBAY,offer,/sell/inventory/v1/offer
EBAY,opt_in,/sell/account/v1/program/opt_in
EBAY,bulk_update_price_quantity,/sell/inventory/v1/bulk_update_price_quantity
EBAY,migration,/sell/inventory/v1/bulk_migrate_listing
EBAY,opted_in,/sell/account/v1/program/get_opted_in_programs
EBAY,bulk_update,/sell/inventory/v1/bulk_create_or_replace_inventory_item
EBAY,privilege,/sell/account/v1/privilege
EBAY,listing_violation_summary,/sell/compliance/v1/listing_violation_summary
EBAY,translate,/commerce/translation/v1_beta/translate
EBAY,order,/sell/fulfillment/v1/order
EBAY,parts_compatibility,/commerce/taxonomy/v1/category_tree/{category_tree_id}/get_compatibility_property_values
EBAY,get_item_condition_policies,/sell/metadata/v1/marketplace
EBAY,bulk_create_inventory,/sell/inventory/v1/bulk_create_or_replace_inventory_item
EBAY,create_or_replace_inventory_item_group,/sell/inventory/v1/inventory_item_group
EBAY,create_bulk_offers,/sell/inventory/v1/bulk_create_offer
EBAY,get_listing_fee,/sell/inventory/v1/offer/get_listing_fees
EBAY,publish_mvl_offer,/sell/inventory/v1/offer/publish_by_inventory_item_group
EBAY,delete_inventory_group,/sell/inventory/v1/inventory_item_group
EBAY,withdraw_inventory_group,/sell/inventory/v1/offer/withdraw_by_inventory_item_group
